#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AE376F
#Date Time: 2020-07-30 13:30:31.335
#Sample rate: 1.5873e+06Hz
#Samples: 8192
#Trigger: Source: Channel 2 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 2: Range: 500 mV/div Offset: 0 V Attenuation: 1 X
#Wavegen Channel 1: Disabled
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 20 mV
#Offset: -30 mV
#Symmetry: 50 %
#Phase: 0 °
#Wavegen Channel 2: Running
#Mode: Simple
#Type: Square
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 1 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °
#Power Supplies: OFF
#Positive Supply: Rdy
#Voltage: 5 V
#Negative Supply: Rdy
#Voltage: -5 V

Time (s)	Channel 2 (V)
-0.002580090024793388	0.9983833933788744
-0.002579460024793389	0.9980478446233364
-0.002578830024793389	0.9977122958677982
-0.002578200024793388	0.9977122958677986
-0.002577570024793389	0.9987189421344125
-0.002576940024793388	0.9990544908899506
-0.002576310024793389	0.9983833933788747
-0.002575680024793389	0.9983833933788744
-0.002575050024793388	0.9980478446233363
-0.002574420024793389	0.9983833933788743
-0.002573790024793389	0.9983833933788744
-0.002573160024793388	0.9983833933788744
-0.002572530024793389	0.9983833933788744
-0.002571900024793388	0.9980478446233363
-0.002571270024793388	0.9977122958677982
-0.002570640024793389	0.9977122958677982
-0.002570010024793388	0.9990544908899506
-0.002569380024793389	0.9987189421344126
-0.002568750024793389	0.9987189421344125
-0.002568120024793388	0.9983833933788747
-0.002567490024793389	0.9990544908899506
-0.002566860024793388	0.9993900396454887
-0.002566230024793388	0.9987189421344121
-0.002565600024793389	0.9980478446233363
-0.002564970024793388	0.9977122958677982
-0.002564340024793389	0.9983833933788741
-0.002563710024793389	0.9983833933788744
-0.002563080024793388	0.9983833933788744
-0.002562450024793389	0.9983833933788744
-0.002561820024793389	0.9983833933788744
-0.002561190024793388	0.9980478446233362
-0.002560560024793389	0.9977122958677982
-0.002559930024793388	0.9980478446233363
-0.002559300024793389	0.9980478446233363
-0.002558670024793389	0.9977122958677982
-0.002558040024793388	0.9980478446233363
-0.002557410024793389	0.9983833933788744
-0.002556780024793389	0.9987189421344125
-0.002556150024793388	0.9990544908899506
-0.002555520024793389	0.9990544908899506
-0.002554890024793388	0.9980478446233363
-0.002554260024793389	0.9983833933788743
-0.002553630024793389	0.9977122958677982
-0.002553000024793388	0.9980478446233363
-0.002552370024793389	0.9980478446233363
-0.002551740024793389	0.9990544908899506
-0.002551110024793388	0.9987189421344124
-0.002550480024793389	0.9983833933788744
-0.002549850024793388	0.9980478446233363
-0.002549220024793389	0.9983833933788743
-0.002548590024793389	0.9980478446233363
-0.002547960024793388	0.9980478446233363
-0.002547330024793389	0.9983833933788743
-0.002546700024793389	0.9983833933788744
-0.002546070024793388	0.9987189421344124
-0.002545440024793389	0.9983833933788744
-0.002544810024793388	0.9990544908899506
-0.002544180024793389	0.9993900396454886
-0.002543550024793389	0.9990544908899506
-0.002542920024793388	0.9987189421344125
-0.002542290024793389	0.9980478446233366
-0.002541660024793389	0.9983833933788744
